Domain,Type,Agency,Organization,City,State,Security Contact Email,v,p,sp,pct,adkim,aspf,fo,ruf,rua,rf,ri
59DCMI.GOV,City,Non-Federal Agency,59th District Court,Walker,MI,soc@walker.city,DMARC1,reject,reject,100,s,s,0,none,none,afrf,86400
ABERDEENMD.GOV,City,Non-Federal Agency,City of Aberdeen,Aberdeen,MD,(blank),DMARC1,reject,reject,100,r,r,1,mailto:ruf+aberdeenmd.gov@dmarc.barracudanetworks.com,mailto:rua+aberdeenmd.gov@dmarc.barracudanetworks.com,afrf,86400
MOUNTVERNONWA.GOV,City,Non-Federal Agency,City of Mount Vernon,Mount Vernon,WA,scottw@mountvernonwa.gov,DMARC1,none,none,100,r,r,0,none,mailto:dmarc@mountvernonwa.gov,afrf,86400
MOUNTVICTORYOHIO.GOV,City,Non-Federal Agency,Village of Mount Victory,Mount Victory,OH,mvvillagehalltech@gmail.com,null
MOUNTWASHINGTON-MA.GOV,City,Non-Federal Agency,Town of Mount Washington,Mount Washington,MA,jebrong@townofmtwashington.com,DMARC1,none,none,100,r,r,1,mailto:dmarc@thecyberhood.com,mailto:dmarc@thecyberhood.com,afrf,86400
MOVAL.GOV,City,Non-Federal Agency,City of Moreno Valley,Moreno Valley,CA,abuse@moval.org,null
MSVFL.GOV,City,Non-Federal Agency,Miami Shores Village,Miami Shores,FL,(blank),DMARC1,quarantine,quarantine,100,r,r,0,none,none,afrf,86400
MTANGEL.GOV,City,Non-Federal Agency,City of Mt. Angel,Mt. Angel,OR,mdaniel@ci.mt-angel.or.us,null
MTJOYTWPPA.GOV,City,Non-Federal Agency,Mt Joy Township,Gettysburg,PA,jeff@totaltechsolutionsllc.com,null
MTJULIET-TN.GOV,City,Non-Federal Agency,City of Mt Juliet,Mt Juliet,TN,(blank),DMARC1,quarantine,quarantine,100,r,r,0,none,none,afrf,86400
MTPLEASANT-TN.GOV,City,Non-Federal Agency,City of Mount Pleasant,Mount Pleasant,TN,(blank),null
MTPLEASANTWI.GOV,City,Non-Federal Agency,Village of Mount Pleasant,Mount Pleasant,WI,it@mtpleasantwi.gov,null
MTSHASTACA.GOV,City,Non-Federal Agency,City of Mt Shasta,Mt. Shasta,CA,support@apex.com,null
MTVERNONLISBONPD-IA.GOV,City,Non-Federal Agency,Mount Vernon-Lisbon Police Department,Mount Vernon,IA,twhitman@mtvernonlisbonpd-ia.gov,DMARC1,reject,reject,100,s,s,1,none,mailto:dmarc-ias@emailcentral.net,afrf,86400
MTWOLFPA.GOV,City,Non-Federal Agency,Mount Wolf Borough,Mount Wolf,PA,webmaster@mtwolfborough.com,null
MU-WI.GOV,City,Non-Federal Agency,City of Marshfield - Marshfield Utilities,Marshfield,WI,muit@marshfieldutilities.org,null
MUHLENBERGTWPPA.GOV,City,Non-Federal Agency,Muhlenberg Township,Reading,PA,(blank),null
MUKILTEOWA.GOV,City,Non-Federal Agency,City of Mukilteo,Mukilteo,WA,thenigin@mukilteowa.gov,null
MUKWA.GOV,City,Non-Federal Agency,Town of Mukwa,New London,WI,jeannettemjenkins@gmail.com,spf1,error,error,100,r,r,0,none,none,afrf,86400
MULBERRYAR.GOV,City,Non-Federal Agency,City of Mulberry,Mulberry,AR,shurley@cityofmulberry.org,null
MULBERRYFIREAR.GOV,City,Non-Federal Agency,City of Mulberry,Mulberry,AR,sgregory@cityofmulberry.org,null
MULBERRYPOLICEAR.GOV,City,Non-Federal Agency,City of Mulberry,Mulberry,AR,sgregory@cityofmulberry.org,null
MULLETT-TOWNSHIPMI.GOV,City,Non-Federal Agency,Mullett Township,Topinabee,MI,kps@shumakergroup.com,null
MUNDELEIN-IL.GOV,City,Non-Federal Agency,Village of Mundelein,Mundelein,IL,(blank),DMARC1,none,none,100,r,r,1,mailto:ruf+mundelein-il.gov@dmarc.barracudanetworks.com,mailto:rua+mundelein-il.gov@dmarc.barracudanetworks.com,afrf,86400
MUNDYTWP-MI.GOV,City,Non-Federal Agency,Charter Township of Mundy,Swartz Creek,MI,chad.young@mundytwp-mi.gov,DMARC1,reject,reject,100,r,r,1,mailto:dmarc@itright.com,mailto:dmarc@itright.com,afrf,86400
MUNFORDTN.GOV,City,Non-Federal Agency,City of Munford,Munford,TN,bmeredith@munford.com,null
MURFREESBOROAR.GOV,City,Non-Federal Agency,City of Murfreesboro AR,Murfreesboro,AR,support@clearcomus.com,null
MURFREESBOROTN.GOV,City,Non-Federal Agency,City of Murfreesboro,Murfreesboro,TN,mjarratt@murfreesborotn.gov,DMARC1,quarantine,quarantine,100,r,r,0,none,none,afrf,86400
MURPHYSBORO-IL.GOV,City,Non-Federal Agency,City of Murphysboro,Murphysboro,IL,bsmanwaring@murphysboro.com,null
MURRAYKY.GOV,City,Non-Federal Agency,City of Murray,Murray,KY,security@murrayky.gov,DMARC1,quarantine,quarantine,100,r,r,1,mailto:abuse@murrayky.gov,mailto:abuse@murrayky.gov,afrf,86400
MURRIETACA.GOV,City,Non-Federal Agency,City of Murrieta,Murrieta,CA,(blank),DMARC1,quarantine,quarantine,100,r,r,1,mailto:,mailto:,afrf,86400
MUSCATINEIOWA.GOV,City,Non-Federal Agency,City of Muscatine,Muscatine,IA,(blank),null
MUSKEGON-MI.GOV,City,Non-Federal Agency,CIty of Muskegon,Muskegon,MI,HelpDesk@shorelinecity.com,DMARC1,quarantine,none,100,r,r,0,mailto:admin@muskegon-mi.gov,mailto:admin@muskegon-mi.gov,afrf,86400
MUSKEGONTWPMI.GOV,City,Non-Federal Agency,Muskegon Township,Muskegon,MI,kps@shumakergroup.com,null
MUSTANGRIDGETX.GOV,City,Non-Federal Agency,City of Mustang Ridge,Mustang Ridge,TX,ccantumustangridge@gmail.com,null
MUTTONTOWNNY.GOV,City,Non-Federal Agency,Village of Muttontown,Muttontown,NY,jrusso@muttontownny.gov,DMARC1,none,none,100,r,r,1,mailto:ae280e61991a710@for.dmarcanalyzer.com,mailto:ae280e61991a710@rep.dmarcanalyzer.com,afrf,86400
MVPD.GOV,City,Non-Federal Agency,City of Mountain View,Mountain View,CA,roger.jensen@mountainview.gov,null
MWMOPD.GOV,City,Non-Federal Agency,Merriam Woods Police Department,Merriam Woods,MO,info@mwmopd.org,null
MWTOWN.GOV,City,Non-Federal Agency,Town of Manitowish Waters,Manitowish Waters,WI,townchair@mwtown.org,null
MYARLINGTONTX.GOV,City,Non-Federal Agency,"""City of Arlington"," Texas""",Arlington,TX,null
MYCOLUMBUS.GOV,City,Non-Federal Agency,City of Columbus Ohio,Columbus,OH,(blank),null
MYDELRAYBEACHFL.GOV,City,Non-Federal Agency,City of Delray Beach,Delray Beach,FL,(blank),null
MYPHX311.GOV,City,Non-Federal Agency,City of Phoenix,Phoenix,AZ,ispo.ctr@phoenix.gov,null
MYSLC.GOV,City,Non-Federal Agency,Salt Lake City Corporation IMS,Salt Lake City,UT,jason.struck@slcgov.com,null
MYTONCITYUT.GOV,City,Non-Federal Agency,Myton City,Myton,UT,(blank),DMARC1,reject,reject,100,r,r,0,none,none,afrf,86400
NAGSHEADNC.GOV,City,Non-Federal Agency,The Town of Nags Head,Nags Head,NC,help@shoshintech.com,null
NANTUCKET-MA.GOV,City,Non-Federal Agency,Town of Nantucket,Nantucket,MA,(blank),DMARC1,none,none,100,r,r,1,mailto:dmarc@nantucket-ma.gov,mailto:dmarc@nantucket-ma.gov,afrf,86400
NAPLESCITYUT.GOV,City,Non-Federal Agency,Naples City,Naples,UT,(blank),null
NARBERTHPA.GOV,City,Non-Federal Agency,Narberth Borough,Narberth,PA,aguzzardo@narberthpa.gov,null
NARRAGANSETTRI.GOV,City,Non-Federal Agency,Town of Narragansett,Narragansett,RI,(blank),DMARC1,reject,reject,100,s,s,1,mailto:druf@narragansettri.gov,"mailto:5i2d8bkv@ag.us.dmarcian.com,",afrf,86400
NASHOTAH-WI.GOV,City,Non-Federal Agency,Village of Nashotah,Nashotah,WI,chris.pinkowski@rasmith.com,null
NASHUANH.GOV,City,Non-Federal Agency,City of Nashua,Nashua,NH,nashuait@nashuanh.gov,DMARC1,none,none,100,r,r,0,none,none,afrf,86400
NASHVILLE.GOV,City,Non-Federal Agency,"""Metropolitan Government of Nashville & Davidson County"," Tennessee""",Nashville,TN,DMARC1,none,none,100,r,r,0,none,mailto:dmarcaggregate@nashville.gov,afrf,86400
NASHVILLENC.GOV,City,Non-Federal Agency,Town of Nashville,Nashville,NC,(blank),null
NASHVILLESHERIFF.GOV,City,Non-Federal Agency,Metropolitan Government of Nashville & Davidson County,Nashville,TN,john.griffey@nashville.gov,DMARC1,none,none,100,r,r,0,none,mailto:dmarcaggregate@nashville.gov,afrf,86400
NASHWAUKMN.GOV,City,Non-Federal Agency,City of Nashwauk,Nashwauk,MN,info@cityofnashwauk.com,null
NATCHITOCHESLA.GOV,City,Non-Federal Agency,City of Natchitoches,Natchitoches,LA,(blank),DMARC1,none,none,100,r,r,0,none,mailto:sstinger@natchitochesla.gov,afrf,86400
NATICKMA.GOV,City,Non-Federal Agency,Town of Natick,Natick,MA,atamay@natickma.org,null
NATIONALCITYCA.GOV,City,Non-Federal Agency,City of National City,National City,CA,(blank),null
NAUGATUCK-CT.GOV,City,Non-Federal Agency,Borough of Naugatuck,Naugatuck,CT,(blank),null
NAVASOTATX.GOV,City,Non-Federal Agency,City of Navasota,Navasota,TX,hmai@navasotatx.gov,null
NAZARETHBOROUGHPA.GOV,City,Non-Federal Agency,Borough of Nazareth,Nazareth,PA,(blank),null
NBCA.GOV,City,Non-Federal Agency,City of Newport Beach,Newport Beach,CA,mwojo@newportbeachca.gov,null
NBFL.GOV,City,Non-Federal Agency,City of Neptune Beach,Neptune Beach,FL,cio@nbfl.us,null
NEBRASKACITYNE.GOV,City,Non-Federal Agency,"""City of Nebraska City"," Nebraska""",Nebraska City,NE,null
NEEDHAMMA.GOV,City,Non-Federal Agency,Town of Needham,Needham,MA,acentral@needhamma.gov,null
NEENAHWI.GOV,City,Non-Federal Agency,CITY OF NEENAH,NEENAH,WI,ISDEPT@ci.neenah.wi.us,DMARC1,none,none,100,r,r,0,none,mailto:webmaster@neenahwi.gov,afrf,86400
NEHALEM.GOV,City,Non-Federal Agency,City of Nehalem,Nehalem,OR,(blank),null
NELSONTWPOH.GOV,City,Non-Federal Agency,Nelson Township,Garrettsville,OH,(blank),null
NELSONVILLENY.GOV,City,Non-Federal Agency,Village of Nelsonville,Nelsonville,NY,(blank),null
NEOSHOMO.GOV,City,Non-Federal Agency,City of Neosho Missouri,Neosho,MO,support@strongholddata.com,null
NESHKOROWI.GOV,City,Non-Federal Agency,Village of Neshkoro,Neshkoro,WI,support@townweb.com,DMARC1,quarantine,quarantine,100,r,r,0,none,mailto:support@townweb.com,afrf,86400
NETTLETONMS.GOV,City,Non-Federal Agency,City of Nettleton,Nettleton,MS,baulch@bellsouth.net,null
NEVADACITYCA.GOV,City,Non-Federal Agency,City of Nevada City,Nevada City,CA,(blank),null
NEVADAMO.GOV,City,Non-Federal Agency,City of Nevada,Nevada,MO,(blank),null
NEWALBANYOHIO.GOV,City,Non-Federal Agency,City of New Albany,New Albany,OH,IT@newalbanyohio.org,null
NEWARKDE.GOV,City,Non-Federal Agency,City of Newark,Newark,DE,italerts@newark.de.us,null
NEWARKNJ.GOV,City,Non-Federal Agency,City of Newark,newark,NJ,(blank),DMARC1,quarantine,quarantine,100,r,r,0,none,mailto:nwkdmarc@ci.newark.nj.us,afrf,86400
NEWARKOHIO.GOV,City,Non-Federal Agency,"""City of Newark"," Ohio""",Newark,OH,DMARC1,none,none,100,r,r,1,mailto:atadmin@newarkohio.net,mailto:atadmin@newarkohio.net,afrf,86400
NEWARKWI.GOV,City,Non-Federal Agency,Town of Newark,Beloit,WI,carlson.newark@gmail.com,null
NEWAYGO.GOV,City,Non-Federal Agency,City of Newaygo,Newaygo,MI,office@newaygocity.org,null
NEWBEDFORD-MA.GOV,City,Non-Federal Agency,City of New Bedford,New Bedford,MA,(blank),DMARC1,none,none,100,r,r,1,mailto:dmarc@newbedford-ma.gov,mailto:dmarc@newbedford-ma.gov,afrf,86400
NEWBERGOREGON.GOV,City,Non-Federal Agency,City of Newberg,Newberg,OR,(blank),DMARC1,none,none,100,r,r,1,mailto:dmarc@newbergoregon.gov,mailto:dmarc@newbergoregon.gov,afrf,86400
NEWBERLINWI.GOV,City,Non-Federal Agency,City of New Berlin,New Berlin,WI,itwebsecurity@newberlin.org,DMARC1,none,none,100,r,r,0,mailto:ITWebSecurity@newberlinwi.gov,mailto:ITWebSecurity@newberlinwi.gov,afrf,86400
NEWBERNNC.GOV,City,Non-Federal Agency,City of New Bern,New Bern,NC,bennetts@newbernnc.gov,null
NEWBERRYFL.GOV,City,Non-Federal Agency,City of Newberry,Newberry,FL,techs@jmcoit.com,DMARC1,none,none,100,r,r,0,none,none,afrf,86400
NEWBERRYMI.GOV,City,Non-Federal Agency,Village of Newberry,Newberry Village,MI,(blank),null
NEWBOLDWI.GOV,City,Non-Federal Agency,Town of Newbold,Lake Tomahawk,WI,dkroll@newboldwi.gov,null
NEWBOSTONNH.GOV,City,Non-Federal Agency,Town of New Boston,New Boston,NH,(blank),null
NEWBRAUNFELS.GOV,City,Non-Federal Agency,City of New Braunfels,New Braunfels,TX,tgonzalez@newbraunfels.gov,DMARC1,none,none,100,r,r,0,mailto:weywfghs@fr.c1.dmarcian.com,mailto:weywfghs@ag.c1.dmarcian.com,afrf,86400
NEWBRIGHTONMN.GOV,City,Non-Federal Agency,City of New Brighton,New Brighton,MN,webmaster@newbrightonmn.gov,null
NEWBRITAINCT.GOV,City,Non-Federal Agency,City of New Britain Connecticut,New Britain,CT,(blank),DMARC1,quarantine,quarantine,100,r,r,0,none,none,afrf,86400
NEWBURGH-IN.GOV,City,Non-Federal Agency,Town of Newburgh Indiana,Newburgh,IN,dennis.stoen@pcquest.net,null
NEWBURGH-OH.GOV,City,Non-Federal Agency,Village of Newburgh Heights,Newburgh Heights,OH,(blank),null
NEWBURYPORTMA.GOV,City,Non-Federal Agency,City of Newburyport,Newburyport,MA,security@cityofnewburyport.com,null
NEWCANAANCT.GOV,City,Non-Federal Agency,Town of New Canaan,New Canaan,CT,ithelpdesk@newcanaanct.gov,DMARC1,quarantine,quarantine,100,r,r,1,mailto:ithelpdesk@newcanaanct.gov,mailto:ithelpdesk@newcanaanct.gov,afrf,86400
NEWCARLISLEOHIO.GOV,City,Non-Federal Agency,City of New Carlisle,New Carlisle,OH,help.desk@bridge-group.org,null
NEWCARROLLTONMD.GOV,City,Non-Federal Agency,City of New Carrollton,New Carrollton,MD,(blank),null
NEWCASTLEOK.GOV,City,Non-Federal Agency,City of Newcastle,Newcastle,OK,domains@cityofnewcastleok.com,null
NEWCASTLEPA.GOV,City,Non-Federal Agency,City of New Castle,New Castle,PA,(blank),null
NEWCASTLEWA.GOV,City,Non-Federal Agency,City of Newcastle,Newcastle,WA,IT@newcastlewa.gov,DMARC1,none,none,100,r,r,0,mailto:czkoffds@fr.dmarcian.com,mailto:czkoffds@ag.dmarcian.com,afrf,86400
NEWCHESTER.GOV,City,Non-Federal Agency,TOWN OF NEW CHESTER,GRAND MARSH,WI,(blank),DMARC1,quarantine,quarantine,100,r,r,0,none,mailto:support@townweb.com,afrf,86400
NEWCHICAGOIN.GOV,City,Non-Federal Agency,Town of New Chicago,Hobart,IN,(blank),null
NEWCOMBNY.GOV,City,Non-Federal Agency,Town of Newcomb,Newcomb,NY,domain@newcombny.gov,null
NEWCONCORD-OH.GOV,City,Non-Federal Agency,Village of New Concord,New Concord,OH,lmarlatt@newconcord-oh.gov,null
NEWDURHAMNH.GOV,City,Non-Federal Agency,Town of New Durham,New Durham,NH,tech@lakesregioncomputer.com,DMARC1,reject,reject,100,r,r,0,mailto:dmarcadmin@newdurhamnh.gov,mailto:dmarcadmin@newdurhamnh.gov,afrf,86400
NEWFAIRFIELDCT.GOV,City,Non-Federal Agency,Town of New Fairfield,New Fairfield,CT,security@newfairfieldCT.gov,null
NEWFIELDSNH.GOV,City,Non-Federal Agency,Town of Newfields,Newfields,NH,(blank),null
NEWGLARUSVILLAGEWI.GOV,City,Non-Federal Agency,Village of New Glarus,New Glarus,WI,security@newglarusvillagewi.gov,DMARC1,none,none,100,r,r,1:d:s,mailto:dmarc@sw1cn24j.uriports.com,mailto:dmarc@sw1cn24j.uriports.com,afrf,86400
NEWHARMONY-IN.GOV,City,Non-Federal Agency,Town of New Harmony,New Harmony,IN,karla_atkins@att.net,null
NEWHARTFORDCT.GOV,City,Non-Federal Agency,Town of New Hartford,New Hartford,CT,(blank),null
NEWHAVENCT.GOV,City,Non-Federal Agency,City of New Haven Connecticut,New Haven,CT,rvalli@newhavenct.gov,DMARC1,none,none,100,r,r,0,none,mailto:dmarcreports@newhavenct.gov,afrf,86400
NEWHAVENSHIAMI.GOV,City,Non-Federal Agency,New Haven Township,Owosso,MI,kps@shumakergroup.com,null
NEWHOPEMN.GOV,City,Non-Federal Agency,City of New Hope,New Hope,MN,networkservices@logis.org,DMARC1,quarantine,quarantine,100,r,r,0:1:d:s,mailto:abuse@newhopemn.gov,none,afrf,86400
NEWHOPETX.GOV,City,Non-Federal Agency,Town of New Hope,New Hope,TX,(blank),null
NEWINGTONCT.GOV,City,Non-Federal Agency,Town of Newington,Newington,CT,security@newingtonct.gov,DMARC1,error,error,100,r,r,0,none,none,afrf,86400
NEWIPSWICHNH.GOV,City,Non-Federal Agency,Town of New Ipswich,New Ipswich,NH,security@townofnewipswich.org,null
NEWLEXINGTONOHIO.GOV,City,Non-Federal Agency,Village of New Lexington,New Lexington,OH,finance@newlexingtonohio.gov,DMARC1,none,none,100,r,r,1,none,mailto:RUA@newlexingtonohio.gov,afrf,86400
NEWLONDONWI.GOV,City,Non-Federal Agency,City of New London WI,New London,WI,(blank),null
NEWMARKETNH.GOV,City,Non-Federal Agency,Town of Newmarket,Newmarket,NH,support@bbnnh.com,null
NEWMARLBOROUGHMA.GOV,City,Non-Federal Agency,Town of New Marlborough,Mill River,MA,(blank),DMARC1,none,none,100,r,r,1,mailto:dmarc@net-engineering.com,mailto:dmarc@net-engineering.com,afrf,86400
NEWMILFORDCT.GOV,City,Non-Federal Agency,Town of New Milford,New Milford,CT,it@newmilford.org,null
NEWMILFORDNJ.GOV,City,Non-Federal Agency,Borough of New Milford,New Milford,NJ,dougn@dartcomputer.com,null
NEWNANGA.GOV,City,Non-Federal Agency,"""City of Newnan"," Georgria""",Newnan,GA,DMARC1,none,none,100,r,r,0,mailto:postmaster@newnanga.gov,mailto:postmaster@newnanga.gov,afrf,86400
NEWORLEANSLA.GOV,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,(blank),null
NEWPORTBEACH-CA.GOV,City,Non-Federal Agency,City of Newport Beach,Newport Beach,CA,mwojo@newportbeachca.gov,null
NEWPORTBEACHCA.GOV,City,Non-Federal Agency,City of Newport Beach,Newport Beach,CA,mwojo@newportbeachca.gov,null
NEWPORTKY.GOV,City,Non-Federal Agency,"""City of Newport"," Kentucky""",Newport,KY,null
NEWPORTNC.GOV,City,Non-Federal Agency,"""Town of Newport"," NC""",Newport,NC,null
NEWPORTNEWSVA.GOV,City,Non-Federal Agency,City of Newport News,Newport News,VA,it-security@nnva.gov,null
NEWPORTNH.GOV,City,Non-Federal Agency,Town of Newport,Newport,NH,(blank),null
NEWPORTOREGON.GOV,City,Non-Federal Agency,City of Newport,Newport,OR,(blank),DMARC1,reject,reject,100,r,r,1,none,mailto:dmarc@newportoregon.gov,afrf,86400
NEWPORTRI.GOV,City,Non-Federal Agency,City of Newport,Newport,RI,mishelp@cityofnewport.com,null
NEWPRAGUEMN.GOV,City,Non-Federal Agency,City of New Prague,New Prague,MN,ctsselect@yourcts.net,null
NEWRICHMONDWI.GOV,City,Non-Federal Agency,City of New Richmond,New Richmond ,WI,(blank),null
NEWRUSSIATOWNSHIP-OH.GOV,City,Non-Federal Agency,New Russia Township OH,Oberlin,OH,agulishnrt@oberlin.net,DMARC1,quarantine,quarantine,40,r,r,0,none,mailto:mike@emergeinc.com,afrf,86400
NEWSHOREHAMRI.GOV,City,Non-Federal Agency,Town of New Shoreham,New Shoreham,RI,mcrawford@new-shoreham.com,null
NEWTON-NH.GOV,City,Non-Federal Agency,Town of Newton,Newton,NH,(blank),null
NEWTONFALLSOH.GOV,City,Non-Federal Agency,Newton Falls City,Newton Falls,OH,(blank),null
NEWTONMA.GOV,City,Non-Federal Agency,"""City of Newton"," Massachusetts""",Newton,MA,null
NEWTONNC.GOV,City,Non-Federal Agency,City of Newton,Newton,NC,(blank),null
NEWTOWN-CT.GOV,City,Non-Federal Agency,"""Town of Newtown"," CT""",Newtown,CT,null
NEWTOWNOHIO.GOV,City,Non-Federal Agency,Village of Newtown,Newtown,OH,(blank),null
NEWTOWNPA.GOV,City,Non-Federal Agency,Newtown Township,Newtown,PA,(blank),null
NEWULMMN.GOV,City,Non-Federal Agency,City of New Ulm,New Ulm,MN,(blank),null
NEWWATERFORD-OH.GOV,City,Non-Federal Agency,The Village of New Waterford,New Waterford,OH,mayor@newwaterford-oh.gov,null
NEWWINDSOR-NY.GOV,City,Non-Federal Agency,Town of New Windsor,New Windsor,NY,jmcdonald@newwindsor-ny.gov,DMARC1,reject,reject,100,r,r,1,mailto:f1563af0f4@ruf.easydmarc.us,mailto:f1563af0f4@rua.easydmarc.us,afrf,86400
NEWWINDSORMD.GOV,City,Non-Federal Agency,Town of New Windsor,New Windsor,MD,(blank),null
NIAGARAFALLSNY.GOV,City,Non-Federal Agency,City of Niagara Falls,Niagara Falls,NY,(blank),DMARC1,quarantine,none,90,r,r,0,none,none,afrf,86400
NIAGARAFALLSNYCARTS.GOV,City,Non-Federal Agency,"""City of Niagara Falls"," NY""",Niagara Falls,NY,null
NICEVILLEFL.GOV,City,Non-Federal Agency,City of Niceville,Niceville,FL,nicevilleis@niceville.org,null
NICHOLSHILLS-OK.GOV,City,Non-Federal Agency,City of Nichols Hills,Nichols Hills,OK,it@nicholshills.net,null
NILESIL.GOV,City,Non-Federal Agency,Village of Niles,Niles,IL,IT@vniles.com,null
NILESTWPMI.GOV,City,Non-Federal Agency,Niles Charter Township,Niles,MI,acole@nilestwpmi.gov,null
NINETYSIXSC.GOV,City,Non-Federal Agency,Town Of Ninety SIX,Ninety SIX,SC,rd@ccm2.com,null
NINNEKAHOK.GOV,City,Non-Federal Agency,Town of Ninnekah,NINNEKAH,OK,n.dietrich@ninnekahok.gov,null
NISSEQUOGUENY.GOV,City,Non-Federal Agency,Village of Nissequogue,St. James,NY,(blank),null
NIXAMO.GOV,City,Non-Federal Agency,City of Nixa,Nixa,MO,lwilkerson@nixa.com,null
NNVA.GOV,City,Non-Federal Agency,City of Newport News,Newport News,VA,it-security@nnva.gov,null
NOGALESAZ.GOV,City,Non-Federal Agency,City of Nogales,Nogales,AZ,mis@nogalesaz.gov,DMARC1,quarantine,quarantine,100,r,r,0,none,mailto:9583739b039b4706976869dc50afc6ac@dmarc-reports.cloudflare.net,afrf,86400
NOLA.GOV,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,(blank),DMARC1,none,none,100,r,r,1,mailto:dmarc_admin@nola.gov,mailto:dmarc_admin@nola.gov,afrf,86400
NOLA311.GOV,City,Non-Federal Agency,New Orleans 311,New Orleans,LA,karlf@911nola.org,null
NOLAEOC.GOV,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,RTCCADMIN@nola.gov,null
NOLAERB.GOV,City,Non-Federal Agency,New Orleans Ethics Review Board,New Orleans,LA,dane@daneciolino.com,null
NOLAIPM.GOV,City,Non-Federal Agency,Office of Inspector General,New Orleans,LA,POLICEMONITOR@NOLAIPM.GOV,null
NOLANVILLETX.GOV,City,Non-Federal Agency,City of Nolanville,Nolanville,TX,support@extraco.tech,null
NOLAOIG.GOV,City,Non-Federal Agency,Office of Inspector General,New Orleans,LA,(blank),null
NOLARTCC.GOV,City,Non-Federal Agency,City of New Orleans,New Orleans,LA,RTCCADMIN@nola.gov,null
NOLENSVILLETN.GOV,City,Non-Federal Agency,Town of Nolensville,Nolensville,TN,(blank),null
NORAZPUBLICSERVICE.GOV,City,Non-Federal Agency,City of Flagstaff,Flagstaff,AZ,it-operations@flagstaffaz.gov,null
NORFOLK.GOV,City,Non-Federal Agency,"""City of Norfolk"," VA""",Norfolk,VA,null
NORFOLKNE.GOV,City,Non-Federal Agency,City of Norfolk Nebraska,Norfolk,NE,(blank),null
NORFOLKVA.GOV,City,Non-Federal Agency,"""City of Norfolk"," VA""",Norfolk,VA,null
NORMALIL.GOV,City,Non-Federal Agency,Town of Normal,Normal,IL,nreeder@normal.org,null
NORMANDYPARKWA.GOV,City,Non-Federal Agency,City of Normandy Park,Normandy Park,WA,(blank),null
NORMANOK.GOV,City,Non-Federal Agency,City of Norman,Norman,OK,webteam@normanok.gov,DMARC1,reject,none,100,r,r,1,mailto:Normanokgov@ruf.agari.com,mailto:Normanokgov@rua.agari.com,afrf,86400
NORMANPARKGA.GOV,City,Non-Federal Agency,City of Norman Park,Norman Park,GA,(blank),null
NORRIDGE-IL.GOV,City,Non-Federal Agency,Village of Norridge,Norridge,IL,(blank),null
NORRIDGEWOCK.GOV,City,Non-Federal Agency,Town of Norridgewock,Norridgewock,ME,rlabelle@townofnorridgewock.com,null
NORRISTN.GOV,City,Non-Federal Agency,City of Norris,Norris,TN,norriscitymanager@gmail.com,null
NORTHADAMS-MA.GOV,City,Non-Federal Agency,City of North Adams,North Adams,MA,mpierson@northadams-ma.gov,null
NORTHAMPTONMA.GOV,City,Non-Federal Agency,City of Northampton,Northampton,MA,(blank),null
NORTHANDOVERMA.GOV,City,Non-Federal Agency,Town of North Andover,North Andover,MA,jhyland@northandoverma.gov,null
NORTHAUGUSTASC.GOV,City,Non-Federal Agency,City of North Augusta,North Augusta,SC,nasecurity@northaugustasc.gov,null
NORTHBAYVILLAGE-FL.GOV,City,Non-Federal Agency,North Bay Village,North Bay Village,FL,actionteam@nbvillage.com,null
NORTHBENDWA.GOV,City,Non-Federal Agency,City of North Bend,North Bend,WA,it@northbendwa.gov,DMARC1,Reject,Reject,100,r,r,1,none,none,afrf,86400
NORTHBOROUGH-MA.GOV,City,Non-Federal Agency,Town of Northborough,Northborough,MA,(blank),null
NORTHBRANFORDCT.GOV,City,Non-Federal Agency,Town of North Branford,North Branford,CT,technology@townofnorthbranfordct.com,null
NORTHBRANFORDPDCT.GOV,City,Non-Federal Agency,Town of North Branford,North Branford,CT,backups@townofnorthbranfordct.com,null
NORTHBROOKIL.GOV,City,Non-Federal Agency,Village of Northbrook,Northbrook,IL,ITAlerts@northbrook.il.us,null
NORTHBRUNSWICKNJ.GOV,City,Non-Federal Agency,Township of North Brunswick,North Brunswick,NJ,ithelpdesk@northbrunswicknj.gov,DMARC1,quarantine,quarantine,100,r,r,0,none,mailto:postmaster@northbrunswicknj.gov,afrf,86400
NORTHCANTONOHIO.GOV,City,Non-Federal Agency,City of North Canton,North Canton,OH,abricker@atnetplus.com,DMARC1,none,none,100,r,r,0,none,none,afrf,86400
NORTHCHARLESTONSC.GOV,City,Non-Federal Agency,City of North Charleston,North Charleston,SC,mis@northcharleston.org,null
NORTHFAYETTEPA.GOV,City,Non-Federal Agency,North Fayette Township,Oakdale,PA,security@north-fayette.com,null
NORTHFAYETTEPAPOLICE.GOV,City,Non-Federal Agency,North Fayette Township,Oakdale,PA,security@north-fayette.com,null
NORTHFIELD-VT.GOV,City,Non-Federal Agency,"""Municipality of Northfield"," Vermont""",Northfield,VT,null
NORTHFIELDMA.GOV,City,Non-Federal Agency,Town of Northfield,Northfield,MA,douglas@northeastit.net,null
NORTHFIELDMI.GOV,City,Non-Federal Agency,Northfield Township,Whitmore Lake,MI,(blank),null
